"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL402281";"";"None";"348.47";"0";"3.13";"7g";"CCS(=O)(=O)c1ccc2c(c1)nc(C1CC1)n2CC1CCOCC1";"EC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL928177";"Agonist activity at human CB2 receptor";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144814";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL4062224";"";"None";"331.42";"0";"1.80";"6";"CCCn1c(=O)n(CC(=O)NC(C)(C)C)c(=O)c2c(C)cccc21";"EC50";"'='";"113.3";"nM";"6.95";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4036854";"Agonist activity at CB2 receptor (unknown origin) expressed in CHO cells co-expressing G-alpha16 incubated for 24 hrs by fluo-4 AM dye based whole-cell calcium mobilization assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033762";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";"";"";""
"CHEMBL4089773";"";"None";"379.89";"0";"2.92";"28";"CCCCCn1c(=O)n(CC(=O)NC(C)(C)C)c(=O)c2cccc(Cl)c21";"EC50";"'='";"52.71";"nM";"7.28";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4036854";"Agonist activity at CB2 receptor (unknown origin) expressed in CHO cells co-expressing G-alpha16 incubated for 24 hrs by fluo-4 AM dye based whole-cell calcium mobilization assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033762";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";"";"";""
"CHEMBL1800749";"";"None";"368.44";"0";"2.98";"14";"CC(C)(C)c1cc(NC(=O)N2CCCN(c3ncccc3C#N)CC2)no1";"EC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1804450";"Inhibition of human CB2 receptor expressed in CHO cells assessed as inhibition of forskolin-stimulated cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1800049";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";""
"CHEMBL1800693";"";"None";"461.94";"1";"5.25";"4";"CC(C)(C)c1csc(NC(=O)N2CCCN(c3ncc(C(F)(F)F)cc3Cl)CC2)n1";"EC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1804450";"Inhibition of human CB2 receptor expressed in CHO cells assessed as inhibition of forskolin-stimulated cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1800049";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";""
"CHEMBL4633982";"";"None";"492.50";"1";"5.79";"25";"O=C(O)c1cc(-c2ccc(C3CCNCC3)cc2)cc(-c2cn(-c3ccc(C(F)(F)F)cc3)nn2)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4622310";"Agonist activity at CB2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619807";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL247996";"";"None";"407.38";"1";"5.07";"4-4";"Cc1c(C(C)(C)C)s/c(=N\C(=O)c2cccc(Br)c2)n1CC1CC1";"EC50";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL925389";"Agonist activity at human CB2 receptor expressed in CHO cells by [35S]GTP-gamma-S binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140512";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL2326297";"";"None";"438.59";"1";"5.25";"57";"CCN(CC)c1ccc(CN(c2ccc(C)cc2)S(=O)(=O)c2ccc(OC)cc2)cc1";"EC50";"'='";"42.7";"nM";"7.37";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2329720";"Inverse agonist activity at human CB2 receptor expressed in CHO cells assessed as increase in forskolin-induced cAMP production after 45 mins in presence of phosphodiesterase inhibitor RO20-1724";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321866";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3308072";"";"";""
"CHEMBL253754";"";"None";"435.59";"0";"3.06";"12i";"CC(=O)NCCCS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CCOCC1";"EC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL928177";"Agonist activity at human CB2 receptor";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144814";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL226018";"";"None";"431.81";"0";"4.69";"25";"N#Cc1ccc(CNC(=O)c2cnc(Nc3cccc(Cl)c3)nc2C(F)(F)F)cc1";"EC50";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904754";"Agonist activity at human recombinant CB2 receptor expressed in Saccharomyces cerevisiae cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143658";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL388117";"";"None";"436.82";"0";"4.83";"22";"COc1cccc(CNC(=O)c2cnc(Nc3cccc(Cl)c3)nc2C(F)(F)F)c1";"EC50";"'='";"25000.0";"nM";"4.60";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904754";"Agonist activity at human recombinant CB2 receptor expressed in Saccharomyces cerevisiae cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143658";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL427271";"";"None";"441.24";"1";"5.48";"20";"O=C(NCc1cccc(Cl)c1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F";"EC50";"'='";"1580.0";"nM";"5.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904754";"Agonist activity at human recombinant CB2 receptor expressed in Saccharomyces cerevisiae cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143658";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL1800174";"";"None";"318.44";"0";"3.29";"29";"CCS(=O)(=O)c1ccc2c(c1)nc(C1(C)CC1)n2CC1CC1";"EC50";"'='";"51.0";"nM";"7.29";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1803275";"Agonist activity at human recombinant CB2 receptor expressed in CHO cells assessed as inhibition forskolin-induced cAMP release";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1800012";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";""
"CHEMBL244607";"";"None";"402.49";"1";"6.85";"15";"O=C(c1cccc2ccccc12)c1ccc(OCCc2ccccc2)c2ccccc12";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL895097";"Agonist activity at human CB2 receptor expressed in CHOK1 cells assessed as reversal of forskolin-evoked cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148711";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307512";"";"";""
"CHEMBL495533";"";"None";"351.41";"0";"2.98";"17";"CCCCN1C(=O)/C(=N\NC(=O)c2ccccc2)c2ccc(OC)cc21";"EC50";"'='";"85.0";"nM";"7.07";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1019848";"Inverse agonist activity at human recombinant CB2 receptor expressed CHO cells membrane by [35S]GTPgamma binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139382";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3308072";"";"";""
"CHEMBL466185";"";"None";"456.87";"1";"5.10";"9";"CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c1ccc(C(F)(F)F)cc1Cl";"EC50";"'='";"73.0";"nM";"7.14";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1021560";"Agonist activity at human CB2 receptor expressed in CHO cells assessed as suppression of forskolin-stimulated cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139336";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";""
"CHEMBL466603";"";"None";"440.27";"1";"5.20";"16";"CC(C)(C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)S(=O)(=O)c1ccc(Cl)cc1";"EC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"17.49";"0.39";"2.50";"12.17";"0";"CHEMBL1021556";"Agonist activity at human CB2 receptor expressed in SF9 cells assessed as inhibition of CP-55940-stimulated GTP binding";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139336";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308860";"";"";""
"CHEMBL467640";"";"None";"372.42";"0";"3.56";"12";"CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c1ccc(F)cc1";"EC50";"'='";"109.0";"nM";"6.96";"";"";"UO_0000065";"18.70";"0.37";"3.40";"9.15";"0";"CHEMBL1021556";"Agonist activity at human CB2 receptor expressed in SF9 cells assessed as inhibition of CP-55940-stimulated GTP binding";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139336";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308860";"";"";""
"CHEMBL466186";"";"None";"406.87";"0";"4.22";"10";"CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c1ccc(F)cc1Cl";"EC50";"'='";"104.0";"nM";"6.98";"";"";"UO_0000065";"17.16";"0.35";"2.76";"9.17";"0";"CHEMBL1021556";"Agonist activity at human CB2 receptor expressed in SF9 cells assessed as inhibition of CP-55940-stimulated GTP binding";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139336";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308860";"";"";""
"CHEMBL1718746";"";"None";"401.53";"0";"2.52";"SID87544618";"Cc1cccc(N2CCN(C(=O)c3cccc(S(=O)(=O)N(C)C)c3)CC2)c1C";"EC50";"'>'";"32000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1738165";"PUBCHEM_BIOASSAY: SAR analysis of agonists of the Cannabinoid Receptor 2 using an Image-Based Assay - Set 2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1961, AID1965]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1733298";"";"None";"491.06";"0";"3.46";"SID87544631";"Cc1ccc(Cl)cc1N1CCN(C(=O)c2cc(S(=O)(=O)N(C)C)ccc2N2CCCC2)CC1";"EC50";"'>'";"32000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1738165";"PUBCHEM_BIOASSAY: SAR analysis of agonists of the Cannabinoid Receptor 2 using an Image-Based Assay - Set 2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1961, AID1965]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1453578";"";"None";"410.88";"0";"2.62";"SID87544700";"COc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)c1ccc(Cl)cc1";"EC50";"'>'";"32000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1738165";"PUBCHEM_BIOASSAY: SAR analysis of agonists of the Cannabinoid Receptor 2 using an Image-Based Assay - Set 2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1961, AID1965]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1367646";"";"None";"470.55";"0";"2.77";"SID87544647";"COc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)c1ccc(-n2nc(C)cc2C)cc1";"EC50";"'>'";"32000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1738165";"PUBCHEM_BIOASSAY: SAR analysis of agonists of the Cannabinoid Receptor 2 using an Image-Based Assay - Set 2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1961, AID1965]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1714418";"";"None";"406.53";"0";"2.90";"SID87544762";"O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc2c(s1)CCCC2";"EC50";"'>'";"32000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1738165";"PUBCHEM_BIOASSAY: SAR analysis of agonists of the Cannabinoid Receptor 2 using an Image-Based Assay - Set 2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1961, AID1965]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1709590";"";"None";"475.64";"0";"3.50";"SID87544640";"O=C(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1)c1cc2c(s1)CCCC2";"EC50";"'>'";"32000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1738165";"PUBCHEM_BIOASSAY: SAR analysis of agonists of the Cannabinoid Receptor 2 using an Image-Based Assay - Set 2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1961, AID1965]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1715363";"";"None";"435.98";"0";"3.17";"SID87544633";"Cc1cccc(N2CCN(C(=O)c3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)c1C";"EC50";"'>'";"32000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1738165";"PUBCHEM_BIOASSAY: SAR analysis of agonists of the Cannabinoid Receptor 2 using an Image-Based Assay - Set 2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1961, AID1965]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1705711";"";"None";"484.67";"0";"3.67";"SID87544632";"CCN(CC)S(=O)(=O)c1ccc(N2CCCCC2)c(C(=O)N2CCN(c3ccccc3)CC2)c1";"EC50";"'>'";"32000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1738165";"PUBCHEM_BIOASSAY: SAR analysis of agonists of the Cannabinoid Receptor 2 using an Image-Based Assay - Set 2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1961, AID1965]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL578371";"";"None";"330.43";"0";"2.94";"21";"CCC(CC)Nc1ncc(C(=O)N2CCOCC2)c2c(C)c[nH]c12";"EC50";"'='";"4667.0";"nM";"5.33";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1048892";"Agonist activity at human recombinant cannabinoid CB2 receptor expressed in MMY23 Saccharomyces cerevisiae assessed as degradation of FDGlu to fluorescein after 24 hrs by spectrofluorimetry";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156052";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL567302";"";"None";"394.48";"0";"3.87";"25";"Cc1c[nH]c2c(Nc3ccccc3OC(C)C)ncc(C(=O)N3CCOCC3)c12";"EC50";"'='";"188.0";"nM";"6.73";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1048892";"Agonist activity at human recombinant cannabinoid CB2 receptor expressed in MMY23 Saccharomyces cerevisiae assessed as degradation of FDGlu to fluorescein after 24 hrs by spectrofluorimetry";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156052";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL567087";"";"None";"384.87";"0";"3.75";"27";"Cc1cn(C)c2c(Nc3cccc(Cl)c3)ncc(C(=O)N3CCOCC3)c12";"EC50";"'='";"654.0";"nM";"6.18";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1048892";"Agonist activity at human recombinant cannabinoid CB2 receptor expressed in MMY23 Saccharomyces cerevisiae assessed as degradation of FDGlu to fluorescein after 24 hrs by spectrofluorimetry";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156052";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL4793741";"";"None";"432.34";"1";"6.09";"42";"O=C(c1cc(O)c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(O)c1)c1cccs1";"EC50";"'='";"676.08";"nM";"6.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4724914";"Inverse agonist activity at human recombinant cannabinoid CB2 receptor expressed in HEK cells transfected with CNG assessed as increase in cAMP level measured up to 1 hr by ACTOne membrane potential dye based assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715916";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME: <=1";"INVERSE AGONIST";""
"CHEMBL4764314";"";"None";"326.30";"0";"4.27";"21";"O=C(c1ccccc1)c1cc(O)c(-c2cc(F)cc(F)c2)c(O)c1";"EC50";"'='";"1698.24";"nM";"5.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4724914";"Inverse agonist activity at human recombinant cannabinoid CB2 receptor expressed in HEK cells transfected with CNG assessed as increase in cAMP level measured up to 1 hr by ACTOne membrane potential dye based assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715916";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME: <=1";"INVERSE AGONIST";""
"CHEMBL4779298";"";"None";"356.44";"0";"3.80";"B1";"Cc1ccc(C(=O)NC2CCCCCC2)c(=O)n1Cc1ccc(F)cc1";"EC50";"'='";"4.15";"nM";"8.38";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4711364";"Agonist activity at human CB2R expressed in CHO cell membranes after 90 mins by [35S]GTPgammaS assay";"F";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706601";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 1.5 hr";"AGONIST";""
"CHEMBL1762429";"";"None";"427.53";"0";"1.36";"40";"CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)N3CCS(=O)(=O)CC3)CC2)no1";"EC50";"'='";"135.0";"nM";"6.87";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1763214";"Agonist activity at human CB2 receptor transfected in CHO cells assessed as inhibition of forskolin-stimulated cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759893";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";""
"CHEMBL401610";"";"None";"446.54";"0";"4.88";"12a";"CC(C)(C)c1nc2cc(S(=O)(=O)CCCC(F)(F)F)ccc2n1CC1CCOCC1";"EC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL928177";"Agonist activity at human CB2 receptor";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144814";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL265694";"";"None";"437.57";"0";"4.46";"14c";"CC(C)(C)c1nc2cc(S(=O)(=O)c3cccc(C#N)c3)ccc2n1CC1CCOCC1";"EC50";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL928177";"Agonist activity at human CB2 receptor";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144814";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
